39108,42504
11283,16749
12904,16362
7585,16301
19540,27583
18777,30864
73798,73002
239046,4788
3270,16732
75912,18302
657,16546
10677,29188
15290,30848
7054,70082
6528,15904
11452,16169
23224,37397
26769,37424
10779,15409
43587,53486
212626,3395
12812,15419
25502,29020
26939,28946
148,15560
35461,36219
14887,15734
25792,17121
41597,15346
4479,16583
44217,46790
21488,18277
23011,16526
20044,30960
45028,16666
102,15410
7951,133365
22242,16027
20896,28550
10646,16870
9462,16524
49711,49713
15028,18151
41529,59362
12895,18297
8668,18405
49546,49547
14638,16482
7148,17355
827,18271
25642,16188
14154,30316
31616,63599
41830,41837
44292,15377
49880,49883
21335,17796
11765,17214
12462,16437
84022,28733
17238,35173
22740,28769
1340,27553
4030,40009
57910,35372
25262,17512
39778,49932
59459,58452
44105,44212
45712,45713
19318,36647
22421,35376
14258,17373
11495,16444
850,18289
27151,36615
9624,17578
4006,27610
12947,18390
161,50233
483,28222
14749,16459
25188,36742
2187,28028
30972,38472
49927,49928
989,16728
7295,16434
52779,52832
44183,44185
44202,17303
839,16516
44005,43943
11982,16655
11831,15688
7473,17435
1870,18115
2042,28642
23975,42266
25861,29019
40049,17440
14046,16653
13594,35910
44703,7934
19137,15626
6524,17135
73073,72689
8565,16249
5268,30778
19599,27683
11992,16711
8942,17853
40057,50692
21914,28278
19759,15881
44249,32446
11328,18204
8155,18124
6306,48649
5361,67987
40514,40519
15212,17525
14996,17558
18498,15406
14833,18067
1282,16774
4134,15945
26909,27650
14102,17286
34889,44557
35906,35907
13101,17291
75613,75571
59,15388
55,15387
18990,28914
14421,15429
19034,28555
58204,17609
21855,43997
12175,28952
26898,15532
43114,15971
10909,15550
6829,16811
21561,45441
87843,83440
560,27380
25597,28368
4018,15964
12041,37011
45160,45163
31333,16384
21921,28229
11394,18274
27309,16631
8686,15730
130909,643703
23455,18326
9975,16177
5589,17544
23600,28436
24900,37905
13839,15764
41306,41308
14392,17174
49738,49739
40667,55507
162615,3640
3402,16573
24503,27619
23856,30412
90094,17786
23536,30906
14832,29069
2154,17601
20600,28281
2656,17475
20976,18024
764,18204
55386,73478
546804,28037
22953,15517
19188,16783
18858,17527
18816,15667
1048,27837
24078,16397
71414,15365
34901,44630
21690,18261
20799,27768
10988,16654
65882,4932
37877,37878
2863,33860
248004,6780
22413,18189
12083,16514
15207,16267
18647,27567
4142,28525
1994,18373
184,48720
12045,16309
14553,15431
35319,50699
21162,17009
8308,27763
22486,17628
443,16083
42909,46854
4684,67357
44496,28497
11800,36559
12077,28889
24528,27808
14454,17640
11523,17740
22364,18283
10326,36740
4248,17317
4847,27977
1815,28386
25374,30404
14942,17999
21795,28570
14218,15822
3616,17996
9256,15541
5306,17833
2472,16335
588,29017
6648,27620
13060,15512
49891,35104
49147,49148
1031,16166
21408,16533
4240,18254
23391,33913
12975,15748
42162,30270
41871,15765
1902,33574
7668,17981
48794,48796
10990,17436
14983,17124
21942,17567
14862,16460
905,16106
23122,27871
28929,53013
26318,15546
24013,28600
18940,17571
2117,17480
14837,18187
15202,30041
12769,27859
24192,28092
21879,15704
7200,28655
655,15834
45983,16857
23961,17160
22821,16958
25159,28808
23351,16848
41494,16359
21436,29041
22582,33281
4268,17140
20055,17380
138629,650657
10746,15380
18667,15452
2709,16422
53180,26660
14448,17990
23430,28064
9900,28320
21122,27792
44744,44747
22646,33860
12143,17349
3969,17514
46397,46398
25577,16111
8127,18348
15153,17267
19159,17600
267875,4759
12207,30938
15278,17976
11077,30927
19689,27434
18615,36438
3773,17586
19507,28200
924,17244
14166,17941
13286,17677
14058,16486
31534,78288
22830,27608
21744,17583
77666,60491
535,28286
41902,16192
11241,17555
22608,15843
13645,134251
320,16320
22946,17968
10961,30924
29557,47302
12303,18260
20885,17073
21715,50759
741,15716
40906,16335
24794,16881
11266,16020
14854,16915
33136,50059
24091,28736
12000,28719
14060,17141
25927,17392
26811,15380
19724,36107
32104,104872
87418,41330
23461,28005
20715,16089
22240,17985
12591,17255
19362,30619
22426,27848
24596,18295
23363,15920
23576,16477
11062,15950
19387,16703
22471,28984
555,17708
49083,132623
13929,17395
922,28687
5710,24588
12845,16206
6789,38161
6154,48950
24907,16584
58791,49195
5906,17990
10267,42606
10800,37671
20872,16022
12740,17853
12608,16463
35750,39269
23998,15862
865,49015
7106,32844
10745,15379
33931,37691
14164,17795
11680,17980
22059,18071
1106,28711
250,15626
439,17026
9823,16264
25226,17448
19776,18386
44288,17846
13459,16932
1295,28453
21246,15836
7405,15919
19710,16135
2470,16708
21279,27956
23259,32379
12822,30308
1600,28254
14561,16468
7721,28243
22176,27777
26559,17972
26081,36361
18768,17041
13646,17087
20059,28844
5175,37516
45272,8452
25034,28620
18793,28651
26019,37734
12502,18327
13809,47901
36225,41034
19261,16450
12212,28319
5755,44747
23431,16726
6324,18118
13019,16523
22775,28034
44344,73284
25109,15431
19114,28270
22518,28055
11184,17832
11327,18204
15273,35490
37263,48782
44943,16010
4151,17615
15268,17000
18460,35596
37717,41005
34855,35433
29723,30940
13876,16716
23338,49415
10792,15428
23435,17439
15174,29168
46241,46245
27344,18233
24398,18085
2005,28033
12552,17940
7143,28110
23070,28943
446214,29007
21947,17438
25209,36748
13810,29281
658,16546
36593,43533
132655,78884
20533,16257
7304,15979
44432,44434
24104,28757
24795,38958
26884,16524
29139,43474
24348,33508
179,15579
15294,16282
40735,16977
11164,17631
45072,64276
41661,41696
21880,17524
43559,17268
10764,15403
10510,16128
12915,17108
3099,16990
46484,16414
21822,27574
21711,48309
21290,28120
27047,28935
20740,16252
378,17375
7360,28147
5531,28948
1342,28590
1299,28043
38575,39839
19781,28872
352,28972
18709,16982
30783,44520
10870,15608
21366,18102
2298,18092
20300,17335
7702,16681
26297,38067
49157,49164
23342,28956
14658,16301
7345,33715
26314,15545
1998,27468
20220,18402
9841,17277
5347,28211
40581,40585
21038,17608
11268,17935
3895,16473
13624,27378
18484,90
12296,17850
14898,17153
9749,15987
21627,18177
21607,28655
21529,36510
20127,18404
12578,18317
21629,17768
73174,943
13276,16556
18964,29081
1925,15836
9197,27494
6303,16542
26224,27630
11470,18354
23648,27780
11351,16155
7536,28424
70794,58123
42107,15901
32894,41808
226,15622
24775,27398
24504,28491
14224,17553
4204,16789
29383,45822
73729,73730
5820,46750
32593,37136
27046,50998
43950,18019
24929,52221
5085,16816
4187,32398
14685,15534
78545,27731
52772,27372
39668,16221
32996,49936
546332,48741
13458,17882
20590,16952
700,28010
18470,38152
12186,17651
600437,9139
14940,15818
77511,53181
39070,44115
39496,39501
14201,15809
19687,15476
20893,15570
22564,16579
12655,18142
12198,15944
4841,42355
22770,28419
87199,52261
45052,17153
5434,17859
13087,18051
14688,17777
45975,45996
49463,49464
4481,18035
12421,17316
3225,28901
1306,17038
10514,28176
7142,28273
87357,37498
21302,17232
7111,18207
131,15405
32901,35998
39356,40810
21424,17979
6708,28925
42395,17351
3307,17823
11039,30936
14366,17573
42862,78408
25868,27446
49596,49597
23074,17761
13351,28976
7813,16859
44573,28616
394,15453
23458,16653
41920,41922
156,50232
11710,15768
45695,45698
8804,16531
8394,16057
32335,76056
13357,15378
181,29052
12702,28936
43384,28806
4199,28014
20915,16241
9888,16199
21527,17103
2642,33704
22759,30248
4186,17378
12138,16952
9193,18182
24919,17889
26319,27555
20728,27524
34639,51687
37320,49650
7688,27876
21940,75659
294,27720
20743,17637
75259,75067
40944,73175
26502,16365
94670,31839
4407,15698
24107,28614
35076,23269
11247,30909
676808,17576
182,15450
11657,17717
26260,17090
19370,32964
13618,47789
247981,6759
11348,28310
8159,28915
18933,18094
810,18228
21710,17684
26852,15891
19421,17827
5891,16697
1291,28700
24667,15362
20297,18316
20665,16074
12418,16379
18739,32797
3068,17377
34078,64844
7723,17590
45816,87738
13725,16826
24007,37451
1009,18206
20727,32383
9298,17907
49421,49423
18769,28937
15229,45931
42524,42492
19939,18007
14382,16690
23760,16370
26165,28688
23566,17286
12773,18071
7340,35266
21970,28048
11638,16810
5478,24396
11849,16860
21653,51569
26610,16794
1566,27453
7011,37395
14141,16879
44405,44409
25074,17176
29511,41045
27335,37166
4686,16091
24920,16092
23159,16900
11437,16106
15276,15760
31712,63578
308749,8404
10104,50663
9833,18199
6269,28480
19016,30909
5840,16209
22247,17709
11560,16609
564,15785
26728,28173
2291,27768
12653,17592
42726,16192
9742,47923
20577,17780
57748,29747
11914,1734
46196,15768
9412,17864
3102,17033
44985,27924
45819,45822
12473,17768
20691,17125
4050,15356
2225,29000
18434,27743
13912,16841
12034,16836
5410,17020
14497,17716
60796,24966
8175,28900
41873,41879
11289,17526
8120,17598
10949,15478
20268,27908
39149,45630
18808,29027
21385,16633
29597,32902
23664,16648
547,15447
13302,16991
14126,16539
14089,15700
14959,15430
20135,28104
12807,17450
19537,18078
19864,33217
19750,17205
22057,17728
15301,16632
11536,17077
25184,16374
3152,27560
27287,27375
8958,28391
7226,17274
21023,15966
9926,39867
8157,28475
18591,15556
5378,27414
22808,27507
43555,67216
668806,490877
12496,15859
11235,17832
26466,32816
41535,27961
2080,16230
48764,48765
24254,28899
40771,16543
20851,35239
25674,28285
10969,41241
44863,28972
26312,15364
4649,36484
14369,16344
40738,28689
12389,16958
1759,28883
13817,33859
12920,15770
21378,16055
7212,28881
14451,17890
24611,17485
21774,28136
22913,28093
9972,16786
49749,29035
14379,17552
42974,320061
35182,42717
12862,50998
2104,16257
35178,35902
26091,17692
14662,17711
14563,15792
14327,16856
19517,18176
22053,17010
2079,16964
11672,18010
25522,16171
23314,27899
14334,17754
7877,27791
19958,16317
22474,32952
23477,36096
22008,16457
9389,45980
363811,9516
13196,1359
12817,15415
360,18417
26241,16581
12180,30154
305376,45783
18595,15628
12775,17675
22185,38472
52580,50728
12709,16288
26599,18373
24370,17750
8895,17226
6330,27855
13987,16822
4627,74023
12553,16073
76525,44369
2278,15932
7994,16692
6071,17379
37244,49851
32974,44981
22403,28729
12244,15375
14340,16016
7301,17583
27308,16954
1520,15482
41050,16958
8088,27480
12523,16913
21328,17443
13408,18219
14136,18044
18959,29112
11445,17244
7343,16702
22167,27690
9406,15891
9255,28801
18875,16599
26265,32877
19049,15992
21961,27876
20355,28392
14470,16483
7163,16446
13066,16378
14329,16613
5510,27744
27269,28545
49630,49631
2090,47876
4009,29005
20681,13614
46114,15774
24467,16277
42132,17025
24550,15756
12941,17950
19240,15698
1976,37010
22209,37527
13123,15699
26950,27382
20541,17147
1872,15621
14791,18367
2381,15342
26412,27474
7675,17197
11263,17963
6663,17155
25525,27416
138153,81567
48118,55502
7526,44247
146958,16494
21798,17927
6210,27956
505944,8232
208,15455
36082,36096
22890,16841
13917,15353
9072,28818
7557,16171
14326,15524
37478,40448
18194,18088
51904,3303
19214,28181
11504,29044
26685,15596
20868,17962
13456,16264
21223,16399
1748,28367
9071,41865
57911,16827
2763,28373
3659,16113
63600,31441
1225,16260
13275,18014
94542,31857
63279,16126
1578,27440
1056,17028
14120,18241
23282,16211
11475,16216
22367,28449
1092,28308
12903,16362
1654,28726
20547,17549
8297,17542
8045,17465
25967,27905
42620,17270
41542,15533
19832,27682
13133,16624
137352,61265
42118,50328
236,28416
24872,18248
42213,16313
13685,18254
14499,15529
19542,28326
18611,15645
21599,16682
21612,15363
253,15630
20812,27419
69582,132788
18766,28389
41418,41423
21096,16743
29135,46322
18710,15671
3119,28763
